loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
20000, 60 months,9.75%,422.49,B,B3,Senior Tax Specialist ,10+ years,MORTGAGE,52000,Not Verified,Charged Off,credit_card,FL,18.99,0,Apr-96,0,,,18,0,28642,46.50%,31,w,0,Jul-18,0,,0,161038,1,1,0,0,118,15699,83,2,7,6900,55,61600,1,0,1,8,10065,16084,53,239,220,4,4,4,16,,10,,0,6,11,6,10,2,16,25,11,18,0,3,100,33.3,0,0,198675,44341,34200,18867
7500, 36 months,12.99%,252.67,C,C2,Registered Nurse,< 1 year,RENT,76000,Not Verified,Charged Off,credit_card,FL,9.66,1,Sep-02,0,6,57,11,1,4697,35.10%,21,f,0,Apr-17,0,81,1426,22356,0,1,0,1,24,17558,73,4,5,3427,58,13400,1,0,5,7,2236,6503,41.9,121,162,8,8,0,12,,0,,0,3,3,5,6,3,9,16,3,11,0,4,90.5,20,0,0,38910,22356,11200,23918
20000, 60 months,15.31%,479.06,C,C5,Teacher,2 years,OWN,48000,Verified,Charged Off,credit_card,TX,43.19,0,Oct-01,1,49,,16,0,20060,41.20%,38,w,0,Aug-18,0,49,627,141526,1,3,0,2,22,121466,72,5,9,7589,53,48700,1,5,6,11,8845,28140,41.6,173,171,4,4,0,4,76,0,76,5,5,5,12,15,22,13,16,5,16,0,5,88.9,8.3,0,0,184474,141526,48200,135774
21125, 60 months,11.99%,469.81,C,C1,Technician,3 years,MORTGAGE,55000,Source Verified,Current,debt_consolidation,ME,25.28,0,Nov-01,0,,,7,0,35910,69.60%,23,w,12813.02,Aug-18,0,,0,202287,0,1,0,0,45,22224,95,0,0,17419,77,51600,0,0,0,1,28898,9640,78.4,120,172,39,19,1,39,,19,,0,4,5,4,6,14,5,8,5,7,0,0,100,50,0,0,223133,58134,44600,23518
2400, 36 months,12.99%,80.86,C,C2,Exhibitor/ US Medic,10+ years,RENT,55000,Verified,Fully Paid,moving,KY,30.94,0,Nov-01,0,29,,15,0,5398,31.90%,30,w,0,Mar-18,0,29,315,61216,1,4,2,3,9,55818,86,2,4,2073,75,16900,1,0,1,7,4081,4505,43.7,126,172,2,2,0,8,74,3,59,3,4,8,6,8,13,11,16,8,15,0,4,86.7,0,0,0,81752,61216,8000,64852
12800, 36 months,7.39%,397.52,A,A4,Director of Client Services,1 year,OWN,100000,Verified,Current,home_improvement,OH,12.54,0,Sep-99,0,,,4,0,14504,82.90%,6,w,3100.3,Aug-18,0,,0,281007,0,1,1,2,11,1415,18,0,0,14504,62,17500,0,0,3,2,93669,2996,82.9,23,198,61,11,1,198,,8,,0,1,1,1,2,2,1,2,1,4,0,1,100,100,0,0,305337,15919,17500,8000
6000, 36 months,11.47%,197.78,B,B5,night recieveing,10+ years,RENT,30134,Source Verified,Current,home_improvement,OH,20.26,0,Dec-05,1,,,4,0,8325,96.80%,5,w,1515.92,Aug-18,0,,0,13421,0,1,0,1,16,5096,72,0,0,3850,86,8600,2,1,3,1,3355,192,97.3,109,123,103,16,0,103,,0,,0,2,3,2,2,2,3,3,3,4,0,0,100,100,0,0,15656,13421,7100,7056
10000, 36 months,12.99%,336.9,C,C2,Youth Minister,3 years,RENT,50000,Source Verified,Current,debt_consolidation,AL,17.52,1,Apr-02,1,5,,5,0,4857,60.70%,19,w,2568.17,Aug-18,0,,89,13999,0,1,0,0,52,9142,28,1,2,2085,34,8000,1,0,1,2,3500,93,97.7,146,167,7,7,1,7,,5,5,0,2,3,3,7,10,4,8,3,5,0,1,94.7,100,0,0,40911,13999,4000,32911
17000, 36 months,11.47%,560.35,B,B5,police supervisor,< 1 year,RENT,58000,Source Verified,Current,home_improvement,IL,11.44,0,Dec-02,1,,,12,0,0,0%,30,w,515.57,Aug-18,0,,0,23858,1,8,2,5,3,23858,50,0,1,0,47,3400,4,0,2,6,1988,3100,0,122,159,17,3,0,17,,0,,0,0,0,3,4,22,4,8,0,12,0,2,100,0,0,0,50892,23858,3100,47492
12000, 36 months,9.16%,382.5,B,B2,Contract Coordinatore,6 years,RENT,71000,Source Verified,Fully Paid,debt_consolidation,IL,4.38,0,Oct-01,0,,,5,0,9665,99.60%,10,w,0,May-18,0,,0,9665,0,0,0,0,54,0,,0,0,5481,100,9700,0,3,0,0,2416,35,99.6,149,173,64,54,0,64,,,,0,4,4,4,6,3,5,7,4,5,0,0,100,100,0,0,9700,9665,9700,0
6725, 36 months,16.29%,237.4,D,D1,Buyer ,7 years,MORTGAGE,40200,Source Verified,Fully Paid,debt_consolidation,AL,13.88,0,Jul-07,3,41,,21,0,6388,14.10%,29,w,0,Aug-18,0,41,368,9037,7,1,1,1,6,2649,88,8,8,2756,19,45300,0,0,4,10,430,26365,18.1,100,104,0,0,0,0,,1,,1,7,10,12,14,5,19,22,10,21,0,9,96.4,0,0,0,91349,9037,32200,3000
5000, 36 months,11.99%,166.05,C,C1,charge respiratory therapist,9 years,RENT,59000,Source Verified,Charged Off,debt_consolidation,NY,13.75,1,Nov-02,0,17,,14,0,13724,49.20%,22,w,0,Aug-18,0,75,0,19742,1,1,1,1,11,6018,77,3,6,4393,55,27900,0,0,1,7,1410,4199,68.7,145,160,2,2,0,10,73,7,17,1,3,7,4,7,4,13,18,7,14,0,4,86.4,50,0,0,35700,19742,13400,7800
6000, 36 months,16.29%,211.81,D,D1,Loader,7 years,MORTGAGE,40000,Source Verified,Current,debt_consolidation,KY,28.44,0,May-04,3,31,58,12,1,8421,34.80%,33,w,1595.16,Aug-18,0,53,0,70866,4,2,3,4,3,34089,97,3,4,2744,72,24200,1,0,15,8,6442,12095,35.7,128,142,5,3,2,5,38,0,31,1,4,6,4,7,16,8,15,6,12,0,6,87.9,0,0,0,92210,42510,18800,35208
12000, 60 months,15.31%,287.44,C,C5,INSIDE SALES,10+ years,RENT,36400,Verified,Fully Paid,credit_card,TX,25.85,0,Mar-96,1,,,10,0,10565,54.70%,22,w,0,Apr-18,0,,0,20860,1,2,1,4,8,10295,71,1,3,3999,62,19300,4,5,2,7,2086,2537,79.4,145,240,2,2,0,22,,2,,0,4,6,4,5,11,8,11,6,10,0,2,100,75,0,0,33816,20860,12300,14516
10000, 36 months,11.99%,332.1,C,C1,manager,10+ years,MORTGAGE,45000,Not Verified,Current,debt_consolidation,NV,25.6,0,Nov-05,0,,,9,0,17476,49.60%,16,w,2541.03,Aug-18,0,,0,279618,2,1,0,2,17,24179,82,2,4,4394,64,35200,6,1,3,8,31069,6915,59.1,111,98,5,5,2,16,,12,,0,3,5,3,4,4,7,8,5,9,0,4,100,33.3,0,0,305582,41655,16900,29547
6000, 36 months,12.99%,202.14,C,C2,driver,9 years,MORTGAGE,70000,Verified,Fully Paid,other,WV,23.37,0,Mar-06,0,80,,8,0,8587,77.40%,15,w,0,Aug-18,0,,0,52766,1,3,1,2,12,44179,71,1,1,4607,72,11100,3,0,3,3,6596,1513,85,117,114,5,5,2,5,80,12,80,0,4,4,4,5,6,5,7,4,8,0,2,93.3,75,0,0,73542,52766,10100,62442
20000, 36 months,9.16%,637.49,B,B2,DIRECTOR OF HOUSEKEEPING,5 years,RENT,60000,Source Verified,Current,credit_card,CA,11.83,0,Jan-94,1,,,12,0,20650,51.60%,30,w,4928.91,Aug-18,0,,0,20650,0,0,0,0,102,0,,1,4,6849,52,40000,2,0,4,4,1721,15460,57.1,102,266,10,10,0,10,,1,,0,6,7,10,21,1,12,29,7,12,0,1,100,30,0,0,40000,20650,36000,0
10400, 60 months,13.67%,240.22,C,C3,Mitigation Assistant,4 years,RENT,45000,Verified,Charged Off,moving,LA,27.84,0,May-06,0,24,,9,0,14978,64.80%,21,w,0,Aug-18,0,,0,50433,0,1,0,2,13,35455,,0,2,5501,65,23100,0,2,0,4,5604,4137,75.1,104,106,14,13,2,28,24,13,24,0,4,8,4,7,4,8,15,8,9,0,0,85.7,50,0,0,63472,50433,16600,40372
5675, 36 months,14.46%,195.23,C,C4,Parts and Sales Manager,3 years,MORTGAGE,67000,Source Verified,Charged Off,debt_consolidation,UT,38.53,0,Oct-89,0,,,16,0,46958,62.70%,32,f,0,Apr-17,0,,0,305796,2,2,0,2,15,23209,77,2,2,9947,67,74900,0,4,1,5,19112,11132,77,93,317,2,2,3,2,,7,,0,4,7,7,12,3,13,26,8,16,0,2,100,57.1,0,0,357459,70167,48500,29999
12875, 36 months,13.67%,437.98,C,C3,Manager,10+ years,MORTGAGE,110000,Not Verified,Charged Off,debt_consolidation,VA,6.49,0,Mar-06,0,,,4,0,3717,92.90%,10,f,0,Aug-18,0,,0,321675,0,1,2,2,9,25404,88,1,1,1936,89,4000,1,3,3,4,80419,283,92.9,120,27,9,7,1,9,,9,,0,2,2,2,2,7,2,2,2,4,0,4,100,100,0,0,326094,29121,4000,28914
26700, 36 months,18.25%,968.63,D,D3,LPN,8 years,RENT,78000,Not Verified,Charged Off,debt_consolidation,NY,14.02,0,Sep-01,1,36,,17,0,8212,39.90%,20,w,0,Aug-18,0,,0,23745,0,2,0,2,14,15533,82,3,5,2150,60,20600,0,1,2,7,1397,4650,59.2,107,174,8,8,0,11,,4,36,0,7,11,8,8,3,15,17,11,17,0,3,80,37.5,0,0,39600,23745,11400,19000
10000, 36 months,11.47%,329.62,B,B5,Sr. Purchasing Agent,6 years,OWN,33000,Source Verified,Current,credit_card,FL,21.45,0,May-10,0,,,12,0,18569,58.20%,14,w,2527.99,Aug-18,0,,0,22441,0,1,1,1,10,3872,77,0,2,4748,61,31900,1,1,1,3,1870,7733,69.6,10,70,21,10,0,24,,10,,0,6,8,6,8,1,11,13,8,12,0,1,100,66.7,0,0,36900,22441,25400,5000
12000, 60 months,14.46%,282.09,C,C4,Office staff,1 year,RENT,53000,Not Verified,Current,debt_consolidation,TX,10.46,0,Sep-05,0,,,26,0,7687,52.70%,32,w,7460.1,Aug-18,0,,0,213616,4,21,5,7,3,205929,98,1,1,2701,95,14600,3,0,4,8,8216,3385,58.7,126,111,4,3,0,29,,0,,0,2,3,2,3,24,4,7,3,26,0,6,100,0,0,0,225218,213616,8200,210555
10850, 36 months,13.67%,369.1,C,C3,Manager,10+ years,MORTGAGE,44000,Verified,Current,credit_card,WV,32.01,0,Jan-89,0,58,59,11,1,12347,64.30%,26,w,2806.63,Aug-18,0,58,0,176684,2,3,2,2,4,35785,81,1,3,6282,76,19200,2,1,4,6,17668,3553,77.7,173,326,3,3,4,3,58,4,58,0,4,4,4,10,9,7,13,4,10,0,3,95.7,50,1,0,200322,48132,15900,44472
22400, 36 months,6.49%,686.44,A,A2,Manager of Digital Technology,10+ years,RENT,69650,Not Verified,Fully Paid,credit_card,TX,29.26,0,Aug-00,0,,,7,0,10723,35.60%,13,w,0,Aug-18,0,,0,46121,0,3,2,2,11,35398,56,0,0,10723,50,30100,1,0,1,2,6589,16577,39.3,104,187,45,11,0,67,,11,,0,1,1,3,7,5,4,8,1,7,0,2,100,33.3,0,0,93259,46121,27300,63159
18000, 60 months,19.99%,476.79,E,E1,Director - Urban Consortium,10+ years,MORTGAGE,102000,Verified,Current,debt_consolidation,NJ,30.64,0,Jun-98,2,,114,24,1,16098,22.70%,53,w,11752.48,Aug-18,0,,0,435806,5,3,5,10,3,105651,88,3,5,1946,45,70900,3,0,11,16,18948,34035,25.7,136,149,4,3,6,4,,1,,0,12,17,13,16,20,20,27,17,24,0,9,100,7.7,1,0,501508,121749,45800,115183
24000, 60 months,11.99%,533.75,C,C1,Police Dispatch Supervisor,3 years,MORTGAGE,105000,Source Verified,Fully Paid,debt_consolidation,WA,16.26,0,Feb-09,0,,,14,0,12028,47.50%,22,w,0,Oct-17,0,,228,232686,0,2,2,3,10,52374,85,1,5,2523,54,25300,0,1,4,8,16620,1772,77.3,42,85,12,10,2,21,,11,,0,4,8,4,8,5,11,15,8,14,0,3,100,75,0,0,259233,64402,7800,57587
8400, 36 months,10.75%,274.02,B,B4,911 Dispatcher,2 years,MORTGAGE,27000,Not Verified,Charged Off,credit_card,AR,35.56,0,Jan-06,0,,,15,0,7668,23.20%,24,w,0,Aug-18,0,,0,78159,1,3,0,2,13,22586,63,1,4,2893,44,33100,0,0,0,6,5211,15344,22.5,122,120,5,5,1,5,,13,,0,4,7,8,10,9,11,14,7,15,0,1,100,12.5,0,0,120029,30254,19800,35729
25000, 36 months,5.32%,752.87,A,A1,Assistant Controller,10+ years,MORTGAGE,150000,Source Verified,Current,home_improvement,IN,22.05,0,Jun-72,0,44,,9,0,15456,30.20%,25,w,5904.54,Aug-18,0,,0,269863,0,2,0,0,27,12040,30,0,0,9717,30,51200,0,0,0,1,29985,35744,30.2,63,525,25,13,4,25,44,,44,0,3,3,6,13,3,6,18,3,9,0,0,96,0,0,0,338375,27496,51200,40361
5000, 36 months,8.39%,157.59,B,B1,Capture Manager,< 1 year,MORTGAGE,127000,Source Verified,Fully Paid,debt_consolidation,NH,4.62,0,Feb-05,0,69,67,7,2,5957,34%,18,w,0,Aug-18,0,69,0,296771,0,1,1,1,12,18163,86,1,2,5120,62,17500,0,1,2,5,59354,11543,34,133,115,10,10,4,10,,12,,1,2,2,3,5,6,5,8,2,7,0,2,92.9,0,1,1,315632,24120,17500,21240
2000, 36 months,28.34%,83.1,G,G3,security officer,2 years,RENT,24000,Verified,Fully Paid,other,NJ,19.4,0,Nov-01,3,33,23,7,1,1728,59.60%,11,f,0,Mar-18,0,33,275,16263,2,2,1,2,8,14535,93,3,4,1172,88,2900,3,0,5,6,2323,872,66.5,55,140,5,5,0,5,,3,,1,2,2,3,4,5,4,5,2,7,0,4,90,33.3,1,0,18570,16263,2600,15670
16800, 60 months,18.99%,435.71,D,D4,Manager,5 years,RENT,55200,Verified,Current,other,MA,9.35,1,Jul-07,2,3,,18,0,3355,19.60%,27,w,4488.42,Aug-18,0,45,0,6540,1,1,1,2,12,3185,51,4,9,2934,28,17100,3,0,7,11,385,7159,29.1,43,104,4,4,0,4,3,3,3,0,2,6,5,10,4,17,23,6,18,0,5,92.3,0,0,0,23375,6540,10100,6275
7200, 36 months,5.32%,216.83,A,A1,Mechanic,10+ years,MORTGAGE,49000,Source Verified,Fully Paid,debt_consolidation,MN,19.05,0,Dec-01,1,41,,11,0,9309,18.40%,36,w,0,May-16,0,,0,33681,2,3,2,3,5,24372,74,2,2,7491,40,50600,0,14,2,5,3062,33991,21.5,149,171,2,2,0,2,,2,41,0,2,2,5,11,19,8,16,2,11,0,4,97.2,20,0,0,83614,33681,43300,33014
10000, 36 months,9.75%,321.5,B,B3,IT Support Specialist,4 years,MORTGAGE,41000,Source Verified,Charged Off,home_improvement,IN,14.9,0,Aug-05,0,29,,5,0,5211,74.40%,15,w,0,Feb-18,0,,0,14540,0,1,0,1,13,9329,62,0,1,4677,66,7000,1,2,3,2,4847,323,93.5,127,108,20,13,0,67,54,2,29,0,1,2,1,4,6,4,9,2,5,0,0,80,100,0,0,21974,14540,5000,14974
20000, 36 months,15.31%,696.35,C,C5,Field Engineeri,10+ years,MORTGAGE,108000,Verified,Current,debt_consolidation,MD,24.8,0,Nov-04,2,,,25,0,43158,58.90%,37,w,5263.97,Aug-18,0,,0,490981,3,5,3,4,3,95037,84,5,8,5049,70,73700,0,4,4,12,20458,5372,78.8,119,136,1,1,3,9,,1,,1,6,15,7,12,10,18,24,15,25,0,8,96.9,42.9,0,0,594483,138195,23900,110218
20900, 36 months,12.99%,704.11,C,C2,Owner,7 years,MORTGAGE,47529,Not Verified,Current,debt_consolidation,NJ,21.44,0,Dec-75,1,,89,12,1,20762,55.10%,15,w,5367.82,Aug-18,0,,0,20762,0,0,0,1,24,0,,0,1,7281,55,37700,0,0,3,2,2076,7176,71.3,127,483,13,13,0,13,,1,,0,8,10,10,10,2,12,13,10,12,0,0,100,62.5,1,0,37700,20762,25000,0
24000, 60 months,12.99%,545.96,C,C2,Application Analyst 2,4 years,MORTGAGE,68600,Source Verified,Current,home_improvement,MD,25.45,0,Nov-99,0,30,80,10,1,13911,81.40%,20,w,14698.91,Aug-18,0,,525,205625,1,2,0,1,16,20992,55,2,4,10975,63,17100,1,3,0,5,20563,533,95.7,170,196,1,1,4,24,30,16,30,0,3,5,3,5,5,7,11,5,10,0,2,94.1,66.7,1,0,246462,34903,12300,38362
4000, 36 months,15.31%,139.27,C,C5,,n/a,MORTGAGE,32848,Verified,Charged Off,home_improvement,LA,11.47,0,Nov-88,1,,86,10,1,3619,27%,26,w,0,Apr-18,0,,0,150998,2,1,1,1,6,9309,91,1,3,2589,55,13400,0,1,1,5,18875,4170,45.8,143,328,1,1,4,1,,1,,0,2,4,3,5,5,8,17,4,10,0,2,100,50,1,0,165093,12928,7700,10193
24000, 60 months,9.75%,506.99,B,B3,Attorney,2 years,RENT,150000,Not Verified,Current,credit_card,CA,15.57,1,Jan-98,0,12,,16,0,26815,47.30%,30,w,14235.04,Aug-18,0,,0,230442,1,5,0,1,23,203627,21,2,5,9845,36,56700,0,0,0,6,14403,16929,55.8,142,218,1,1,0,1,,17,12,0,4,8,5,7,14,11,16,8,16,0,2,96.2,20,0,0,301185,230442,38300,244485
18475, 36 months,16.29%,652.18,D,D1,assistant manager,10+ years,RENT,42000,Source Verified,Fully Paid,debt_consolidation,OH,24.8,0,Dec-02,0,64,,17,0,21483,77%,27,w,0,Aug-18,0,,0,31855,0,2,0,0,26,10372,65,5,5,5691,73,27900,0,0,5,5,1874,1496,93.4,108,159,8,8,0,8,,8,,0,10,11,10,14,6,15,21,11,17,0,5,100,80,0,0,43779,31855,22800,15879
18000, 36 months,16.29%,635.41,D,D1,Supervisor Customer Service ,10+ years,RENT,62000,Source Verified,Fully Paid,debt_consolidation,WI,19.12,1,Aug-98,2,15,,13,0,10302,62.80%,46,w,0,Aug-18,0,60,545,18229,3,2,2,4,3,7927,52,2,3,2336,58,16400,2,0,2,7,1519,1412,83,114,211,1,1,0,14,,1,15,3,5,9,5,6,27,9,15,9,13,0,4,89.1,60,0,0,31645,18229,8300,15245
12000, 60 months,13.67%,277.18,C,C3,Manager,10+ years,OWN,40000,Verified,Charged Off,debt_consolidation,IN,17.34,1,Apr-03,1,0,,15,0,4289,14.50%,22,w,0,Dec-17,0,0,0,8854,3,1,0,1,22,4565,44,4,12,2748,22,29500,0,0,2,13,590,16506,17.1,155,152,3,3,0,3,0,3,0,1,4,7,7,10,3,14,19,7,15,1,4,95.5,14.3,0,0,39973,8854,19900,10473
28000, 36 months,6.49%,858.05,A,A2,IT,10+ years,MORTGAGE,117000,Not Verified,Fully Paid,debt_consolidation,GA,16.19,0,Jun-97,1,,,10,0,31704,81.90%,23,w,0,Aug-18,0,,0,291048,0,2,0,1,18,29845,67,0,2,17200,74,38700,1,0,1,4,29105,5942,80.9,113,225,14,14,2,14,,4,,0,4,6,5,10,5,7,16,6,10,0,0,100,40,0,0,333575,61549,31100,44570
9600, 36 months,13.67%,326.57,C,C3,Visual merchandiser ,3 years,MORTGAGE,45000,Source Verified,Current,debt_consolidation,OK,16.03,0,Jun-10,1,61,,9,0,3546,39%,10,w,2483.51,Aug-18,0,,140,160040,3,1,0,1,19,22815,74,4,7,2194,66,9100,3,0,4,9,17782,5554,39,69,22,1,1,1,1,,5,,0,4,4,7,7,2,7,7,4,9,0,5,90,14.3,0,0,175336,26361,9100,30737
8000, 36 months,6.49%,245.16,A,A2,Police,10+ years,MORTGAGE,71000,Not Verified,Current,debt_consolidation,WI,21.32,0,Nov-90,0,,,17,0,37352,54.10%,59,w,1679.43,Aug-18,0,,0,355364,1,4,0,1,22,117446,74,1,2,10774,59,69000,1,4,0,3,22210,26948,58.1,176,304,4,4,10,4,,17,,0,9,9,9,18,23,11,23,9,17,0,1,100,55.6,0,0,433199,154936,64300,145293
12000, 36 months,17.27%,429.45,D,D2,Field Rep.,9 years,RENT,60000,Not Verified,Current,debt_consolidation,CA,30.01,0,Feb-99,1,46,,22,0,23995,66.70%,31,w,3223.24,Aug-18,0,46,0,44602,1,1,1,1,12,18488,89,2,2,3102,75,36000,0,0,2,3,2124,4302,81.3,98,205,6,6,0,6,,5,,1,13,18,13,18,2,20,28,18,22,0,3,96.8,76.9,0,0,59867,44602,23000,20750
9600, 36 months,14.46%,330.26,C,C4,District Manager,1 year,RENT,108500,Source Verified,Fully Paid,credit_card,VA,13.27,0,Jun-04,1,,46,4,2,3720,93%,9,w,0,Aug-18,0,,0,19060,1,3,2,3,3,15340,79,0,0,3720,81,4000,3,0,4,3,4765,280,93,140,141,112,3,0,141,,3,,0,1,1,1,3,6,1,3,1,4,0,2,100,100,0,2,23437,19060,4000,19437
7500, 36 months,13.67%,255.14,C,C3,,n/a,OWN,56000,Verified,Charged Off,debt_consolidation,NC,13.32,0,Jul-97,1,62,67,6,1,3689,49.90%,12,w,0,Aug-18,0,62,0,16879,1,2,1,2,7,13190,65,2,2,579,61,7400,0,5,2,4,2813,121,82.7,123,224,2,2,1,35,62,2,62,1,1,4,1,2,5,4,6,4,6,0,3,90.9,100,0,0,27751,16879,700,20351
12525, 36 months,15.31%,436.09,C,C5,truck driver,4 years,OWN,55000,Source Verified,Charged Off,home_improvement,PA,10.28,1,Nov-03,0,14,74,4,1,1961,40.90%,11,w,0,Apr-18,0,14,0,18635,0,1,1,2,8,16674,91,1,1,1943,80,4800,2,0,1,3,4659,2839,40.9,148,96,11,8,0,11,,8,,1,2,2,3,5,4,3,5,2,4,1,2,100,33.3,0,0,23208,18635,4800,18408
17000, 36 months,6.49%,520.96,A,A2,Administrator,1 year,MORTGAGE,145000,Not Verified,Current,other,MO,4.59,1,Jul-96,1,12,,18,0,13357,43.20%,46,w,4067.89,Aug-18,0,12,0,279365,1,0,0,0,56,0,,2,5,4055,47,30900,1,2,1,6,16433,5889,56.4,210,236,5,5,1,17,12,1,12,1,3,8,4,15,6,16,38,8,18,1,2,97.8,25,0,0,304305,15801,13500,0
25000, 36 months,5.32%,752.87,A,A1,veterinary technician,10+ years,OWN,65000,Not Verified,Current,debt_consolidation,NC,11.67,0,Feb-00,1,,,10,0,8363,26.40%,33,w,5904.54,Aug-18,0,,0,23420,1,1,0,1,15,15057,75,2,4,2586,45,31700,1,3,2,5,2342,16714,28.6,68,193,4,4,0,11,,4,,0,4,5,6,22,3,9,30,5,10,0,2,100,0,0,0,51700,23420,23400,20000
7200, 36 months,8.39%,226.92,B,B1,Senior Systems Engineer,3 years,MORTGAGE,75000,Not Verified,Current,home_improvement,IN,8.18,0,Mar-02,1,47,4,19,2,18376,51.30%,36,w,1544.9,Aug-18,0,,0,195214,0,13,3,5,10,49041,110,2,2,6634,84,35800,0,0,2,7,10274,11977,59.1,74,168,9,9,2,9,,4,,0,4,5,4,6,23,5,10,5,19,0,5,97.1,50,0,2,228084,67417,29300,44678
30000, 36 months,9.75%,964.5,B,B3,,n/a,MORTGAGE,89600,Verified,Current,debt_consolidation,VA,21.15,0,Oct-96,1,51,,22,0,45643,64%,43,w,7441.29,Aug-18,0,,0,45643,0,0,0,0,64,0,0,2,4,4412,64,71690,0,3,1,4,2282,3586,44,165,233,7,7,1,16,,2,51,0,7,20,12,12,7,20,35,17,20,0,2,98,57.1,0,0,71690,45643,25100,0
1200, 36 months,15.31%,41.79,C,C5, security guard,8 years,RENT,32000,Not Verified,Charged Off,credit_card,IL,22.32,0,Feb-02,0,43,,5,0,775,55.40%,7,w,0,Jul-18,0,43,0,24123,0,1,0,1,23,23245,95,0,2,388,92,1400,5,0,2,3,4825,225,77.5,169,27,13,13,0,22,,1,,1,2,2,2,2,3,3,3,2,5,0,0,85.7,100,0,0,26127,24123,1000,24401
8000, 36 months,15.31%,278.54,C,C5,MA,5 years,OWN,37000,Source Verified,Fully Paid,debt_consolidation,SC,37.2,1,May-03,1,18,,11,0,2520,18.70%,20,w,0,Mar-18,0,,0,19952,1,3,1,2,10,17432,39,2,5,825,34,13500,1,0,1,7,1814,762,70.7,154,65,3,3,0,3,,3,18,0,3,4,3,6,5,8,15,4,11,0,3,95,0,0,0,58234,19952,2600,44734
15000, 36 months,7.89%,469.29,A,A5,Sr Programmer Analyst ,8 years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,TX,13.17,1,May-02,0,13,,11,0,18987,88.60%,29,w,0,Sep-17,0,,617,164354,0,2,0,0,54,13464,43,0,2,6911,61,21400,0,2,0,2,16435,1751,91.1,160,166,19,19,2,19,,19,39,0,5,7,5,12,7,8,20,7,11,0,0,85.7,100,0,0,198063,32451,19600,31617
4000, 36 months,11.99%,132.84,C,C1,Nutritional Services Diet Clerk,4 years,RENT,19000,Verified,Fully Paid,debt_consolidation,TX,25.27,0,Aug-09,0,,,17,0,8029,55.40%,28,w,0,Apr-18,0,,0,57583,0,13,1,4,7,49554,106,2,2,4813,94,14500,0,0,2,6,3387,4040,59.6,79,52,7,7,0,9,,8,,0,2,4,2,2,23,4,5,4,17,0,3,100,50,0,0,61175,57583,10000,46675
20000, 36 months,11.47%,659.24,B,B5,Business intelligence analysts ,2 years,OWN,67500,Source Verified,Current,debt_consolidation,PA,31.31,0,Apr-03,1,,,16,0,32255,70.70%,28,w,5053.91,Aug-18,0,,0,103415,1,2,0,1,13,71160,,1,3,6712,71,45600,2,0,2,4,6463,12010,70.6,151,155,4,4,0,20,,4,,0,10,13,11,15,6,14,22,13,16,0,1,100,54.5,0,0,130822,103415,40800,85222
20000, 60 months,9.16%,416.73,B,B2,Analyst,7 years,MORTGAGE,109220,Not Verified,Current,debt_consolidation,VA,23.4,0,Mar-93,1,,,23,0,48209,56.20%,57,w,11547.67,Aug-18,0,,0,175692,2,3,1,2,7,72520,89,3,5,7072,72,85800,0,14,3,9,8366,19282,32.1,128,276,4,4,2,6,,1,,0,4,9,8,19,14,19,41,9,23,0,5,100,0,0,0,224220,120729,28400,81920
6000, 36 months,10.75%,195.73,B,B4,CS Supervisor,3 years,MORTGAGE,46000,Source Verified,Fully Paid,credit_card,WI,17.58,0,Jun-01,0,,68,7,1,3600,59%,10,w,0,Aug-18,0,,3415,157454,0,3,0,1,20,83457,82,1,1,3600,78,6100,2,0,1,2,22493,2500,59,177,50,11,11,1,11,,11,,2,1,1,2,2,5,2,2,1,7,0,1,70,50,0,0,180154,87157,6100,92354
